user_id,genre_unknown,genre_Action,genre_Adventure,genre_Animation,genre_Children's,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
1,0.0022022389429253073,0.1376399339328317,0.07707836300238576,0.02202238942925307,0.05505597357313268,0.1670031198385025,0.04587997797761057,0.011011194714626535,0.1570930445953386,0.0036703982382088455,0.0014681592952835384,0.023857588548357497,0.023857588548357497,0.004587997797761057,0.06459900899247568,0.07891356212149019,0.076344283354744,0.036703982382088454,0.011011194714626535
2,0.0,0.0409165302782324,0.012274959083469721,0.006546644844517185,0.03273322422258592,0.13093289689034368,0.08837970540098197,0.0,0.34369885433715214,0.00818330605564648,0.01963993453355155,0.01309328968903437,0.006546644844517185,0.03273322422258592,0.1571194762684124,0.01636661211129296,0.07855973813420622,0.012274959083469721,0.0
3,0.0,0.11735121542330262,0.01676445934618609,0.0,0.0,0.08046940486169323,0.10058675607711652,0.010058675607711653,0.1475272422464376,0.0,0.020117351215423306,0.05029337803855826,0.013411567476948872,0.11064543168482818,0.020955574182732608,0.06705783738474436,0.2112321877619447,0.03352891869237218,0.0
4,0.0,0.14787430683918668,0.07393715341959334,0.0,0.0,0.03696857670979667,0.088724584103512,0.022181146025878,0.055452865064695,0.0,0.0,0.014787430683918669,0.014787430683918669,0.11090573012939,0.0277264325323475,0.133086876155268,0.24399260628465802,0.029574861367837338,0.0
5,0.002999250187453137,0.1679580104973757,0.09897525618595353,0.04198950262434392,0.08697825543614097,0.24593851537115724,0.011247188202949265,0.0,0.03374156460884779,0.004998750312421895,0.001999500124968758,0.08397900524868784,0.035991002249437645,0.0037490627343164215,0.023744063984004003,0.09897525618595353,0.023744063984004003,0.027993001749562617,0.004998750312421895
6,0.0,0.03050268423621278,0.0429477794045876,0.029282576866764266,0.05856515373352853,0.19326500732064417,0.027330405075646654,0.0024402147388970226,0.3045387994143484,0.007320644216691066,0.01756954612005856,0.007808687164470472,0.03806734992679355,0.029282576866764266,0.10004880429477793,0.015861395802830646,0.029282576866764266,0.05124450951683747,0.014641288433382133
7,0.0,0.1245738263834251,0.07605559926567006,0.017046944662995014,0.05664830841856805,0.09231576186729608,0.04196170993968003,0.007867820613690006,0.1531602412798321,0.01101494885916601,0.014424337791765012,0.07395751376868605,0.04091266719118803,0.02753737214791502,0.03671649619722003,0.06294256490952005,0.08077629163388407,0.05376344086021504,0.028324154209284025
8,0.0,0.30271668822768427,0.13195342820181113,0.0,0.015523932729624839,0.03234152652005175,0.06985769728331177,0.0,0.05498059508408797,0.0,0.0064683053040103505,0.0032341526520051752,0.0,0.0032341526520051752,0.022639068564036226,0.13195342820181113,0.11642949547218628,0.0853816300129366,0.023285899094437255
9,0.0,0.04149377593360996,0.06224066390041494,0.0,0.0,0.09958506224066392,0.0,0.0,0.2282157676348548,0.0,0.024896265560165977,0.02074688796680498,0.0,0.016597510373443983,0.19917012448132781,0.09958506224066391,0.08298755186721993,0.12448132780082988,0.0
10,0.0,0.03775294472968892,0.03382663847780127,0.021141649048625793,0.019329507701600728,0.14195107218363032,0.048323769254001815,0.010872848082150409,0.24463908184838418,0.002416188462700091,0.03261854424645123,0.014497130776200547,0.0507399577167019,0.05436424041075204,0.10872848082150408,0.01812141347025068,0.08215040773180309,0.06040471156750227,0.018121413470250678
11,0.0,0.07152533188837712,0.034678948794364665,0.0,0.013004605797886749,0.24058520726090488,0.030344080195069085,0.0,0.22216201571389863,0.005418585749119479,0.0021674342996477916,0.01083717149823896,0.0013546464372798698,0.03251151449471687,0.1365483608778109,0.06231373611487401,0.07152533188837712,0.04876727174207531,0.016255757247358435
12,0.0,0.12455516014234876,0.06227758007117438,0.0071174377224199285,0.02669039145907473,0.09252669039145908,0.00889679715302491,0.0,0.21352313167259784,0.0,0.0,0.0071174377224199285,0.02669039145907473,0.02669039145907473,0.1387900355871886,0.06227758007117438,0.10676156583629892,0.07473309608540925,0.021352313167259784
13,0.0,0.13332193829587213,0.06238783009999145,0.013674044953422783,0.053328775318348856,0.16067002820271772,0.03076660114520127,0.013332193829587214,0.14904708999230834,0.012306640458080505,0.011964789334244936,0.07691650286300315,0.026493462097256646,0.02820271771643449,0.07178873600546962,0.044440646098624054,0.08272797196820786,0.01751987009657294,0.011110161524656013
14,0.0,0.0729483282674772,0.07092198581560284,0.0364741641337386,0.030395136778115502,0.2127659574468085,0.0243161094224924,0.0121580547112462,0.19756838905775076,0.005065856129685917,0.0182370820668693,0.0025329280648429585,0.025329280648429587,0.030395136778115502,0.10638297872340426,0.06585612968591692,0.03292806484295846,0.050658561296859174,0.005065856129685917
15,0.0,0.08502415458937197,0.04637681159420289,0.007729468599033816,0.033816425120772944,0.13526570048309178,0.023188405797101446,0.0,0.23188405797101447,0.017391304347826084,0.00966183574879227,0.007729468599033816,0.007729468599033816,0.033816425120772944,0.14492753623188404,0.04637681159420289,0.12077294685990336,0.048309178743961345,0.0
16,0.0,0.08528784648187633,0.03411513859275053,0.03411513859275053,0.03909026297085998,0.13859275053304904,0.08102345415778252,0.0,0.15920398009950248,0.0028429282160625444,0.0255863539445629,0.03837953091684435,0.042643923240938165,0.028429282160625444,0.0767590618336887,0.04548685145700071,0.12082444918265814,0.03695806680881308,0.010660980810234541
17,0.0,0.03717472118959108,0.07434944237918216,0.01858736059479554,0.06691449814126393,0.14869888475836432,0.029739776951672865,0.0,0.379182156133829,0.0,0.0,0.0,0.0,0.0,0.07434944237918217,0.0446096654275093,0.03717472118959108,0.08921933085501858,0.0
18,0.0,0.023281802942819896,0.016762898118830322,0.026820636990128516,0.03538834047308624,0.22797541441609237,0.011175265412553549,0.00894021233004284,0.31514248463401,0.007450176941702366,0.007450176941702366,0.007450176941702366,0.05364127398025703,0.013410318495064258,0.15198360961072827,0.013969081765691936,0.021419258707394303,0.05028869435649097,0.007450176941702366
19,0.0,0.08510638297872342,0.06382978723404256,0.0,0.017021276595744685,0.3063829787234043,0.0,0.0,0.28085106382978725,0.0,0.0,0.051063829787234054,0.021276595744680854,0.0,0.10638297872340427,0.010638297872340427,0.021276595744680854,0.010638297872340427,0.025531914893617027
20,0.0,0.19095477386934673,0.13065326633165827,0.04020100502512563,0.08040201005025126,0.09380234505862647,0.008375209380234505,0.0,0.05443886097152428,0.020100502512562814,0.0,0.01340033500837521,0.04020100502512563,0.0041876046901172526,0.03350083752093802,0.10050251256281406,0.10887772194304857,0.08040201005025126,0.0
21,0.0,0.09570552147239265,0.0392638036809816,0.03312883435582822,0.03680981595092024,0.04907975460122699,0.046012269938650305,0.0030674846625766868,0.07208588957055215,0.0061349693251533735,0.0049079754601227,0.2245398773006135,0.021472392638036807,0.022085889570552148,0.023006134969325152,0.07055214723926381,0.24294478527607363,0.00920245398773006,0.0
